"","GEOID","age","estimate"
"12014","484530024072","30 to 34 years",60
"12015","484530024072","35 to 39 years",26
"12016","484530024072","40 to 44 years",24
"12017","484530024072","45 to 49 years",36
"12018","484530024072","5 to 9 years",8
"12019","484530024072","50 to 54 years",61
"12020","484530024072","55 to 59 years",124
"12021","484530024072","60 and 61 years",22
"12022","484530024072","62 to 64 years",55
"12023","484530024072","65 and 66 years",33
"12024","484530024072","67 to 69 years",67
"12025","484530024072","70 to 74 years",49
"12026","484530024072","75 to 79 years",74
"12027","484530024072","80 to 84 years",30
"12028","484530024072","85 years and over",75
"12029","484530024072","Under 5 years",0
"12030","484530024091","10 to 14 years",15
"12031","484530024091","15 to 17 years",34
"12032","484530024091","18 and 19 years",17
"12033","484530024091","20 years",0
"12034","484530024091","21 years",0
"12035","484530024091","22 to 24 years",56
"12036","484530024091","25 to 29 years",185
"12037","484530024091","30 to 34 years",174
"12038","484530024091","35 to 39 years",58
"12039","484530024091","40 to 44 years",158
"12040","484530024091","45 to 49 years",106
"12041","484530024091","5 to 9 years",0
"12042","484530024091","50 to 54 years",79
"12043","484530024091","55 to 59 years",27
"12044","484530024091","60 and 61 years",2
"12045","484530024091","62 to 64 years",34
"12046","484530024091","65 and 66 years",7
"12047","484530024091","67 to 69 years",26
"12048","484530024091","70 to 74 years",4
"12049","484530024091","75 to 79 years",8
"12050","484530024091","80 to 84 years",7
"12051","484530024091","85 years and over",24
"12052","484530024091","Under 5 years",33
"12053","484530024092","10 to 14 years",120
"12054","484530024092","15 to 17 years",2
"12055","484530024092","18 and 19 years",2
"12056","484530024092","20 years",11
"12057","484530024092","21 years",0
"12058","484530024092","22 to 24 years",64
"12059","484530024092","25 to 29 years",163
"12060","484530024092","30 to 34 years",196
"12061","484530024092","35 to 39 years",172
"12062","484530024092","40 to 44 years",82
"12063","484530024092","45 to 49 years",103
"12064","484530024092","5 to 9 years",102
"12065","484530024092","50 to 54 years",54
"12066","484530024092","55 to 59 years",7
"12067","484530024092","60 and 61 years",67
"12068","484530024092","62 to 64 years",71
"12069","484530024092","65 and 66 years",26
"12070","484530024092","67 to 69 years",20
"12071","484530024092","70 to 74 years",13
"12072","484530024092","75 to 79 years",8
"12073","484530024092","80 to 84 years",0
"12074","484530024092","85 years and over",0
"12075","484530024092","Under 5 years",35
"12076","484530024093","10 to 14 years",84
"12077","484530024093","15 to 17 years",15
"12078","484530024093","18 and 19 years",18
"12079","484530024093","20 years",0
"12080","484530024093","21 years",17
"12081","484530024093","22 to 24 years",57
"12082","484530024093","25 to 29 years",168
"12083","484530024093","30 to 34 years",113
"12084","484530024093","35 to 39 years",83
"12085","484530024093","40 to 44 years",25
"12086","484530024093","45 to 49 years",158
"12087","484530024093","5 to 9 years",22
"12088","484530024093","50 to 54 years",67
"12089","484530024093","55 to 59 years",133
"12090","484530024093","60 and 61 years",14
"12091","484530024093","62 to 64 years",67
"12092","484530024093","65 and 66 years",0
"12093","484530024093","67 to 69 years",54
"12094","484530024093","70 to 74 years",26
"12095","484530024093","75 to 79 years",32
"12096","484530024093","80 to 84 years",29
"12097","484530024093","85 years and over",15
"12098","484530024093","Under 5 years",56
"12099","484530024101","10 to 14 years",123
"12100","484530024101","15 to 17 years",21
"12101","484530024101","18 and 19 years",26
"12102","484530024101","20 years",0
"12103","484530024101","21 years",98
"12104","484530024101","22 to 24 years",56
"12105","484530024101","25 to 29 years",467
"12106","484530024101","30 to 34 years",272
"12107","484530024101","35 to 39 years",143
"12108","484530024101","40 to 44 years",140
"12109","484530024101","45 to 49 years",232
"12110","484530024101","5 to 9 years",52
"12111","484530024101","50 to 54 years",66
"12112","484530024101","55 to 59 years",151
"12113","484530024101","60 and 61 years",16
"12114","484530024101","62 to 64 years",96
"12115","484530024101","65 and 66 years",63
"12116","484530024101","67 to 69 years",61
"12117","484530024101","70 to 74 years",26
"12118","484530024101","75 to 79 years",7
"12119","484530024101","80 to 84 years",7
"12120","484530024101","85 years and over",7
"12121","484530024101","Under 5 years",138
"12122","484530024102","10 to 14 years",122
"12123","484530024102","15 to 17 years",32
"12124","484530024102","18 and 19 years",31
"12125","484530024102","20 years",0
"12126","484530024102","21 years",0
"12127","484530024102","22 to 24 years",26
"12128","484530024102","25 to 29 years",378
"12129","484530024102","30 to 34 years",182
"12130","484530024102","35 to 39 years",188
"12131","484530024102","40 to 44 years",122
"12132","484530024102","45 to 49 years",106
"12133","484530024102","5 to 9 years",149
"12134","484530024102","50 to 54 years",167
"12135","484530024102","55 to 59 years",108
"12136","484530024102","60 and 61 years",86
"12137","484530024102","62 to 64 years",76
"12138","484530024102","65 and 66 years",13
"12139","484530024102","67 to 69 years",50
"12140","484530024102","70 to 74 years",31
"12141","484530024102","75 to 79 years",73
"12142","484530024102","80 to 84 years",57
"12143","484530024102","85 years and over",26
"12144","484530024102","Under 5 years",233
"12145","484530024111","10 to 14 years",172
"12146","484530024111","15 to 17 years",172
"12147","484530024111","18 and 19 years",88
"12148","484530024111","20 years",85
"12149","484530024111","21 years",0
"12150","484530024111","22 to 24 years",148
"12151","484530024111","25 to 29 years",302
"12152","484530024111","30 to 34 years",114
"12153","484530024111","35 to 39 years",220
"12154","484530024111","40 to 44 years",88
"12155","484530024111","45 to 49 years",340
"12156","484530024111","5 to 9 years",163
"12157","484530024111","50 to 54 years",181
"12158","484530024111","55 to 59 years",60
"12159","484530024111","60 and 61 years",17
"12160","484530024111","62 to 64 years",0
"12161","484530024111","65 and 66 years",13
"12162","484530024111","67 to 69 years",35
"12163","484530024111","70 to 74 years",45
"12164","484530024111","75 to 79 years",35
"12165","484530024111","80 to 84 years",26
"12166","484530024111","85 years and over",0
"12167","484530024111","Under 5 years",203
"12168","484530024112","10 to 14 years",297
"12169","484530024112","15 to 17 years",62
"12170","484530024112","18 and 19 years",112
"12171","484530024112","20 years",24
"12172","484530024112","21 years",51
"12173","484530024112","22 to 24 years",116
"12174","484530024112","25 to 29 years",90
"12175","484530024112","30 to 34 years",162
"12176","484530024112","35 to 39 years",158
"12177","484530024112","40 to 44 years",279
"12178","484530024112","45 to 49 years",292
"12179","484530024112","5 to 9 years",295
"12180","484530024112","50 to 54 years",87
"12181","484530024112","55 to 59 years",78
"12182","484530024112","60 and 61 years",8
"12183","484530024112","62 to 64 years",38
"12184","484530024112","65 and 66 years",47
"12185","484530024112","67 to 69 years",0
"12186","484530024112","70 to 74 years",17
"12187","484530024112","75 to 79 years",0
"12188","484530024112","80 to 84 years",57
"12189","484530024112","85 years and over",0
"12190","484530024112","Under 5 years",282
"12191","484530024113","10 to 14 years",408
"12192","484530024113","15 to 17 years",109
"12193","484530024113","18 and 19 years",96
"12194","484530024113","20 years",11
"12195","484530024113","21 years",72
"12196","484530024113","22 to 24 years",192
"12197","484530024113","25 to 29 years",113
"12198","484530024113","30 to 34 years",231
"12199","484530024113","35 to 39 years",230
"12200","484530024113","40 to 44 years",56
"12201","484530024113","45 to 49 years",146
"12202","484530024113","5 to 9 years",209
"12203","484530024113","50 to 54 years",134
"12204","484530024113","55 to 59 years",87
"12205","484530024113","60 and 61 years",0
"12206","484530024113","62 to 64 years",58
"12207","484530024113","65 and 66 years",15
"12208","484530024113","67 to 69 years",16
"12209","484530024113","70 to 74 years",79
"12210","484530024113","75 to 79 years",0
"12211","484530024113","80 to 84 years",0
"12212","484530024113","85 years and over",43
"12213","484530024113","Under 5 years",89
"12214","484530024121","10 to 14 years",41
"12215","484530024121","15 to 17 years",22
"12216","484530024121","18 and 19 years",0
"12217","484530024121","20 years",30
"12218","484530024121","21 years",14
"12219","484530024121","22 to 24 years",20
"12220","484530024121","25 to 29 years",205
"12221","484530024121","30 to 34 years",125
"12222","484530024121","35 to 39 years",98
"12223","484530024121","40 to 44 years",52
"12224","484530024121","45 to 49 years",81
"12225","484530024121","5 to 9 years",78
"12226","484530024121","50 to 54 years",76
"12227","484530024121","55 to 59 years",128
"12228","484530024121","60 and 61 years",30
"12229","484530024121","62 to 64 years",42
"12230","484530024121","65 and 66 years",16
"12231","484530024121","67 to 69 years",44
"12232","484530024121","70 to 74 years",8
"12233","484530024121","75 to 79 years",18
"12234","484530024121","80 to 84 years",52
"12235","484530024121","85 years and over",0
"12236","484530024121","Under 5 years",79
"12237","484530024122","10 to 14 years",227
"12238","484530024122","15 to 17 years",160
"12239","484530024122","18 and 19 years",94
"12240","484530024122","20 years",0
"12241","484530024122","21 years",35
"12242","484530024122","22 to 24 years",176
"12243","484530024122","25 to 29 years",150
"12244","484530024122","30 to 34 years",162
"12245","484530024122","35 to 39 years",193
"12246","484530024122","40 to 44 years",247
"12247","484530024122","45 to 49 years",137
"12248","484530024122","5 to 9 years",192
"12249","484530024122","50 to 54 years",224
"12250","484530024122","55 to 59 years",67
"12251","484530024122","60 and 61 years",31
"12252","484530024122","62 to 64 years",64
"12253","484530024122","65 and 66 years",32
"12254","484530024122","67 to 69 years",92
"12255","484530024122","70 to 74 years",58
"12256","484530024122","75 to 79 years",47
"12257","484530024122","80 to 84 years",13
"12258","484530024122","85 years and over",0
"12259","484530024122","Under 5 years",134
"12260","484530024123","10 to 14 years",293
"12261","484530024123","15 to 17 years",174
"12262","484530024123","18 and 19 years",75
"12263","484530024123","20 years",47
"12264","484530024123","21 years",21
"12265","484530024123","22 to 24 years",56
"12266","484530024123","25 to 29 years",73
"12267","484530024123","30 to 34 years",279
"12268","484530024123","35 to 39 years",225
"12269","484530024123","40 to 44 years",195
"12270","484530024123","45 to 49 years",139
"12271","484530024123","5 to 9 years",119
"12272","484530024123","50 to 54 years",116
"12273","484530024123","55 to 59 years",167
"12274","484530024123","60 and 61 years",78
"12275","484530024123","62 to 64 years",71
"12276","484530024123","65 and 66 years",3
"12277","484530024123","67 to 69 years",8
"12278","484530024123","70 to 74 years",57
"12279","484530024123","75 to 79 years",52
"12280","484530024123","80 to 84 years",8
"12281","484530024123","85 years and over",8
"12282","484530024123","Under 5 years",178
"12283","484530024131","10 to 14 years",89
"12284","484530024131","15 to 17 years",26
"12285","484530024131","18 and 19 years",50
"12286","484530024131","20 years",0
"12287","484530024131","21 years",0
"12288","484530024131","22 to 24 years",0
"12289","484530024131","25 to 29 years",89
"12290","484530024131","30 to 34 years",132
"12291","484530024131","35 to 39 years",93
"12292","484530024131","40 to 44 years",24
"12293","484530024131","45 to 49 years",10
"12294","484530024131","5 to 9 years",54
"12295","484530024131","50 to 54 years",28
"12296","484530024131","55 to 59 years",38
"12297","484530024131","60 and 61 years",11
"12298","484530024131","62 to 64 years",6
"12299","484530024131","65 and 66 years",0
"12300","484530024131","67 to 69 years",0
"12301","484530024131","70 to 74 years",0
"12302","484530024131","75 to 79 years",7
"12303","484530024131","80 to 84 years",28
"12304","484530024131","85 years and over",8
"12305","484530024131","Under 5 years",161
"12306","484530024132","10 to 14 years",331
"12307","484530024132","15 to 17 years",156
"12308","484530024132","18 and 19 years",59
"12309","484530024132","20 years",39
"12310","484530024132","21 years",0
"12311","484530024132","22 to 24 years",100
"12312","484530024132","25 to 29 years",230
"12313","484530024132","30 to 34 years",194
