"","GEOID","age","estimate"
"1530","484530010005","5 to 9 years",33
"1531","484530010005","50 to 54 years",17
"1532","484530010005","55 to 59 years",18
"1533","484530010005","60 and 61 years",10
"1534","484530010005","62 to 64 years",34
"1535","484530010005","65 and 66 years",18
"1536","484530010005","67 to 69 years",86
"1537","484530010005","70 to 74 years",43
"1538","484530010005","75 to 79 years",8
"1539","484530010005","80 to 84 years",40
"1540","484530010005","85 years and over",56
"1541","484530010005","Under 5 years",13
"1542","484530011001","10 to 14 years",23
"1543","484530011001","15 to 17 years",0
"1544","484530011001","18 and 19 years",6
"1545","484530011001","20 years",16
"1546","484530011001","21 years",20
"1547","484530011001","22 to 24 years",221
"1548","484530011001","25 to 29 years",896
"1549","484530011001","30 to 34 years",737
"1550","484530011001","35 to 39 years",449
"1551","484530011001","40 to 44 years",370
"1552","484530011001","45 to 49 years",411
"1553","484530011001","5 to 9 years",10
"1554","484530011001","50 to 54 years",149
"1555","484530011001","55 to 59 years",348
"1556","484530011001","60 and 61 years",246
"1557","484530011001","62 to 64 years",166
"1558","484530011001","65 and 66 years",130
"1559","484530011001","67 to 69 years",79
"1560","484530011001","70 to 74 years",26
"1561","484530011001","75 to 79 years",61
"1562","484530011001","80 to 84 years",39
"1563","484530011001","85 years and over",0
"1564","484530011001","Under 5 years",7
"1565","484530011002","10 to 14 years",33
"1566","484530011002","15 to 17 years",16
"1567","484530011002","18 and 19 years",0
"1568","484530011002","20 years",0
"1569","484530011002","21 years",0
"1570","484530011002","22 to 24 years",164
"1571","484530011002","25 to 29 years",740
"1572","484530011002","30 to 34 years",194
"1573","484530011002","35 to 39 years",217
"1574","484530011002","40 to 44 years",63
"1575","484530011002","45 to 49 years",177
"1576","484530011002","5 to 9 years",0
"1577","484530011002","50 to 54 years",62
"1578","484530011002","55 to 59 years",124
"1579","484530011002","60 and 61 years",17
"1580","484530011002","62 to 64 years",0
"1581","484530011002","65 and 66 years",55
"1582","484530011002","67 to 69 years",128
"1583","484530011002","70 to 74 years",155
"1584","484530011002","75 to 79 years",53
"1585","484530011002","80 to 84 years",0
"1586","484530011002","85 years and over",0
"1587","484530011002","Under 5 years",0
"1588","484530012001","10 to 14 years",32
"1589","484530012001","15 to 17 years",0
"1590","484530012001","18 and 19 years",0
"1591","484530012001","20 years",0
"1592","484530012001","21 years",0
"1593","484530012001","22 to 24 years",57
"1594","484530012001","25 to 29 years",69
"1595","484530012001","30 to 34 years",371
"1596","484530012001","35 to 39 years",133
"1597","484530012001","40 to 44 years",0
"1598","484530012001","45 to 49 years",45
"1599","484530012001","5 to 9 years",91
"1600","484530012001","50 to 54 years",37
"1601","484530012001","55 to 59 years",19
"1602","484530012001","60 and 61 years",96
"1603","484530012001","62 to 64 years",37
"1604","484530012001","65 and 66 years",15
"1605","484530012001","67 to 69 years",0
"1606","484530012001","70 to 74 years",45
"1607","484530012001","75 to 79 years",0
"1608","484530012001","80 to 84 years",12
"1609","484530012001","85 years and over",26
"1610","484530012001","Under 5 years",37
"1611","484530012002","10 to 14 years",61
"1612","484530012002","15 to 17 years",12
"1613","484530012002","18 and 19 years",0
"1614","484530012002","20 years",0
"1615","484530012002","21 years",33
"1616","484530012002","22 to 24 years",318
"1617","484530012002","25 to 29 years",751
"1618","484530012002","30 to 34 years",546
"1619","484530012002","35 to 39 years",262
"1620","484530012002","40 to 44 years",337
"1621","484530012002","45 to 49 years",153
"1622","484530012002","5 to 9 years",15
"1623","484530012002","50 to 54 years",216
"1624","484530012002","55 to 59 years",279
"1625","484530012002","60 and 61 years",90
"1626","484530012002","62 to 64 years",83
"1627","484530012002","65 and 66 years",59
"1628","484530012002","67 to 69 years",58
"1629","484530012002","70 to 74 years",128
"1630","484530012002","75 to 79 years",60
"1631","484530012002","80 to 84 years",14
"1632","484530012002","85 years and over",0
"1633","484530012002","Under 5 years",106
"1634","484530012003","10 to 14 years",0
"1635","484530012003","15 to 17 years",0
"1636","484530012003","18 and 19 years",0
"1637","484530012003","20 years",0
"1638","484530012003","21 years",0
"1639","484530012003","22 to 24 years",26
"1640","484530012003","25 to 29 years",82
"1641","484530012003","30 to 34 years",53
"1642","484530012003","35 to 39 years",211
"1643","484530012003","40 to 44 years",65
"1644","484530012003","45 to 49 years",47
"1645","484530012003","5 to 9 years",0
"1646","484530012003","50 to 54 years",16
"1647","484530012003","55 to 59 years",40
"1648","484530012003","60 and 61 years",0
"1649","484530012003","62 to 64 years",8
"1650","484530012003","65 and 66 years",26
"1651","484530012003","67 to 69 years",40
"1652","484530012003","70 to 74 years",163
"1653","484530012003","75 to 79 years",0
"1654","484530012003","80 to 84 years",8
"1655","484530012003","85 years and over",8
"1656","484530012003","Under 5 years",17
"1657","484530013031","10 to 14 years",37
"1658","484530013031","15 to 17 years",26
"1659","484530013031","18 and 19 years",19
"1660","484530013031","20 years",10
"1661","484530013031","21 years",15
"1662","484530013031","22 to 24 years",63
"1663","484530013031","25 to 29 years",368
"1664","484530013031","30 to 34 years",195
"1665","484530013031","35 to 39 years",178
"1666","484530013031","40 to 44 years",48
"1667","484530013031","45 to 49 years",144
"1668","484530013031","5 to 9 years",0
"1669","484530013031","50 to 54 years",58
"1670","484530013031","55 to 59 years",91
"1671","484530013031","60 and 61 years",24
"1672","484530013031","62 to 64 years",39
"1673","484530013031","65 and 66 years",36
"1674","484530013031","67 to 69 years",62
"1675","484530013031","70 to 74 years",75
"1676","484530013031","75 to 79 years",43
"1677","484530013031","80 to 84 years",0
"1678","484530013031","85 years and over",0
"1679","484530013031","Under 5 years",22
"1680","484530013032","10 to 14 years",15
"1681","484530013032","15 to 17 years",0
"1682","484530013032","18 and 19 years",0
"1683","484530013032","20 years",0
"1684","484530013032","21 years",2
"1685","484530013032","22 to 24 years",56
"1686","484530013032","25 to 29 years",324
"1687","484530013032","30 to 34 years",310
"1688","484530013032","35 to 39 years",227
"1689","484530013032","40 to 44 years",315
"1690","484530013032","45 to 49 years",205
"1691","484530013032","5 to 9 years",31
"1692","484530013032","50 to 54 years",98
"1693","484530013032","55 to 59 years",257
"1694","484530013032","60 and 61 years",19
"1695","484530013032","62 to 64 years",39
"1696","484530013032","65 and 66 years",31
"1697","484530013032","67 to 69 years",2
"1698","484530013032","70 to 74 years",18
"1699","484530013032","75 to 79 years",17
"1700","484530013032","80 to 84 years",0
"1701","484530013032","85 years and over",18
"1702","484530013032","Under 5 years",141
"1703","484530013033","10 to 14 years",10
"1704","484530013033","15 to 17 years",0
"1705","484530013033","18 and 19 years",0
"1706","484530013033","20 years",0
"1707","484530013033","21 years",0
"1708","484530013033","22 to 24 years",11
"1709","484530013033","25 to 29 years",0
"1710","484530013033","30 to 34 years",69
"1711","484530013033","35 to 39 years",75
"1712","484530013033","40 to 44 years",52
"1713","484530013033","45 to 49 years",109
"1714","484530013033","5 to 9 years",13
"1715","484530013033","50 to 54 years",103
"1716","484530013033","55 to 59 years",8
"1717","484530013033","60 and 61 years",6
"1718","484530013033","62 to 64 years",113
"1719","484530013033","65 and 66 years",64
"1720","484530013033","67 to 69 years",17
"1721","484530013033","70 to 74 years",0
"1722","484530013033","75 to 79 years",0
"1723","484530013033","80 to 84 years",0
"1724","484530013033","85 years and over",7
"1725","484530013033","Under 5 years",118
"1726","484530013041","10 to 14 years",17
"1727","484530013041","15 to 17 years",19
"1728","484530013041","18 and 19 years",24
"1729","484530013041","20 years",0
"1730","484530013041","21 years",6
"1731","484530013041","22 to 24 years",62
"1732","484530013041","25 to 29 years",235
"1733","484530013041","30 to 34 years",230
"1734","484530013041","35 to 39 years",111
"1735","484530013041","40 to 44 years",136
"1736","484530013041","45 to 49 years",108
"1737","484530013041","5 to 9 years",0
"1738","484530013041","50 to 54 years",64
"1739","484530013041","55 to 59 years",110
"1740","484530013041","60 and 61 years",70
"1741","484530013041","62 to 64 years",0
"1742","484530013041","65 and 66 years",13
"1743","484530013041","67 to 69 years",39
"1744","484530013041","70 to 74 years",0
"1745","484530013041","75 to 79 years",15
"1746","484530013041","80 to 84 years",0
"1747","484530013041","85 years and over",0
"1748","484530013041","Under 5 years",45
"1749","484530013042","10 to 14 years",116
"1750","484530013042","15 to 17 years",15
"1751","484530013042","18 and 19 years",0
"1752","484530013042","20 years",0
"1753","484530013042","21 years",0
"1754","484530013042","22 to 24 years",37
"1755","484530013042","25 to 29 years",175
"1756","484530013042","30 to 34 years",200
"1757","484530013042","35 to 39 years",180
"1758","484530013042","40 to 44 years",139
"1759","484530013042","45 to 49 years",80
"1760","484530013042","5 to 9 years",56
"1761","484530013042","50 to 54 years",53
"1762","484530013042","55 to 59 years",124
"1763","484530013042","60 and 61 years",41
"1764","484530013042","62 to 64 years",8
"1765","484530013042","65 and 66 years",0
"1766","484530013042","67 to 69 years",1
"1767","484530013042","70 to 74 years",15
"1768","484530013042","75 to 79 years",11
"1769","484530013042","80 to 84 years",62
"1770","484530013042","85 years and over",21
"1771","484530013042","Under 5 years",102
"1772","484530013043","10 to 14 years",108
"1773","484530013043","15 to 17 years",8
"1774","484530013043","18 and 19 years",0
"1775","484530013043","20 years",0
"1776","484530013043","21 years",0
"1777","484530013043","22 to 24 years",16
"1778","484530013043","25 to 29 years",48
"1779","484530013043","30 to 34 years",133
"1780","484530013043","35 to 39 years",117
"1781","484530013043","40 to 44 years",158
"1782","484530013043","45 to 49 years",34
"1783","484530013043","5 to 9 years",8
"1784","484530013043","50 to 54 years",23
"1785","484530013043","55 to 59 years",0
"1786","484530013043","60 and 61 years",16
"1787","484530013043","62 to 64 years",63
"1788","484530013043","65 and 66 years",44
"1789","484530013043","67 to 69 years",44
"1790","484530013043","70 to 74 years",12
"1791","484530013043","75 to 79 years",0
"1792","484530013043","80 to 84 years",0
"1793","484530013043","85 years and over",0
"1794","484530013043","Under 5 years",88
"1795","484530013044","10 to 14 years",19
"1796","484530013044","15 to 17 years",0
"1797","484530013044","18 and 19 years",18
"1798","484530013044","20 years",0
"1799","484530013044","21 years",0
"1800","484530013044","22 to 24 years",7
"1801","484530013044","25 to 29 years",110
"1802","484530013044","30 to 34 years",175
"1803","484530013044","35 to 39 years",184
"1804","484530013044","40 to 44 years",85
"1805","484530013044","45 to 49 years",39
"1806","484530013044","5 to 9 years",19
"1807","484530013044","50 to 54 years",10
"1808","484530013044","55 to 59 years",38
"1809","484530013044","60 and 61 years",20
"1810","484530013044","62 to 64 years",48
"1811","484530013044","65 and 66 years",18
"1812","484530013044","67 to 69 years",24
"1813","484530013044","70 to 74 years",18
"1814","484530013044","75 to 79 years",13
"1815","484530013044","80 to 84 years",0
"1816","484530013044","85 years and over",0
"1817","484530013044","Under 5 years",14
"1818","484530013051","10 to 14 years",0
"1819","484530013051","15 to 17 years",0
"1820","484530013051","18 and 19 years",0
"1821","484530013051","20 years",74
"1822","484530013051","21 years",25
"1823","484530013051","22 to 24 years",95
"1824","484530013051","25 to 29 years",414
"1825","484530013051","30 to 34 years",484
"1826","484530013051","35 to 39 years",113
"1827","484530013051","40 to 44 years",25
"1828","484530013051","45 to 49 years",105
"1829","484530013051","5 to 9 years",0
"1830","484530013051","50 to 54 years",43
"1831","484530013051","55 to 59 years",5
"1832","484530013051","60 and 61 years",0
"1833","484530013051","62 to 64 years",70
"1834","484530013051","65 and 66 years",5
"1835","484530013051","67 to 69 years",25
"1836","484530013051","70 to 74 years",0
"1837","484530013051","75 to 79 years",0
"1838","484530013051","80 to 84 years",0
"1839","484530013051","85 years and over",0
"1840","484530013051","Under 5 years",0
"1841","484530013052","10 to 14 years",34
"1842","484530013052","15 to 17 years",0
"1843","484530013052","18 and 19 years",0
"1844","484530013052","20 years",0
"1845","484530013052","21 years",0
"1846","484530013052","22 to 24 years",0
"1847","484530013052","25 to 29 years",265
"1848","484530013052","30 to 34 years",121
"1849","484530013052","35 to 39 years",193
"1850","484530013052","40 to 44 years",148
"1851","484530013052","45 to 49 years",128
"1852","484530013052","5 to 9 years",132
"1853","484530013052","50 to 54 years",42
"1854","484530013052","55 to 59 years",108
"1855","484530013052","60 and 61 years",83
"1856","484530013052","62 to 64 years",10
"1857","484530013052","65 and 66 years",0
"1858","484530013052","67 to 69 years",56
"1859","484530013052","70 to 74 years",37
"1860","484530013052","75 to 79 years",17
"1861","484530013052","80 to 84 years",0
"1862","484530013052","85 years and over",8
"1863","484530013052","Under 5 years",269
"1864","484530013053","10 to 14 years",20
"1865","484530013053","15 to 17 years",45
"1866","484530013053","18 and 19 years",67
"1867","484530013053","20 years",0
"1868","484530013053","21 years",12
"1869","484530013053","22 to 24 years",122
"1870","484530013053","25 to 29 years",79
"1871","484530013053","30 to 34 years",207
"1872","484530013053","35 to 39 years",79
"1873","484530013053","40 to 44 years",107
"1874","484530013053","45 to 49 years",172
"1875","484530013053","5 to 9 years",21
"1876","484530013053","50 to 54 years",88
"1877","484530013053","55 to 59 years",141
"1878","484530013053","60 and 61 years",19
"1879","484530013053","62 to 64 years",30
"1880","484530013053","65 and 66 years",0
"1881","484530013053","67 to 69 years",37
"1882","484530013053","70 to 74 years",44
"1883","484530013053","75 to 79 years",1
"1884","484530013053","80 to 84 years",9
"1885","484530013053","85 years and over",20
"1886","484530013053","Under 5 years",98
"1887","484530013054","10 to 14 years",44
"1888","484530013054","15 to 17 years",51
"1889","484530013054","18 and 19 years",17
"1890","484530013054","20 years",0
"1891","484530013054","21 years",0
"1892","484530013054","22 to 24 years",0
"1893","484530013054","25 to 29 years",106
"1894","484530013054","30 to 34 years",260
"1895","484530013054","35 to 39 years",128
"1896","484530013054","40 to 44 years",48
"1897","484530013054","45 to 49 years",88
"1898","484530013054","5 to 9 years",46
"1899","484530013054","50 to 54 years",149
"1900","484530013054","55 to 59 years",113
"1901","484530013054","60 and 61 years",15
"1902","484530013054","62 to 64 years",65
"1903","484530013054","65 and 66 years",27
"1904","484530013054","67 to 69 years",99
"1905","484530013054","70 to 74 years",34
"1906","484530013054","75 to 79 years",0
"1907","484530013054","80 to 84 years",0
"1908","484530013054","85 years and over",0
"1909","484530013054","Under 5 years",34
"1910","484530013071","10 to 14 years",14
"1911","484530013071","15 to 17 years",9
"1912","484530013071","18 and 19 years",0
"1913","484530013071","20 years",7
"1914","484530013071","21 years",26
"1915","484530013071","22 to 24 years",19
"1916","484530013071","25 to 29 years",162
"1917","484530013071","30 to 34 years",189
"1918","484530013071","35 to 39 years",185
"1919","484530013071","40 to 44 years",63
"1920","484530013071","45 to 49 years",70
"1921","484530013071","5 to 9 years",9
"1922","484530013071","50 to 54 years",26
"1923","484530013071","55 to 59 years",43
"1924","484530013071","60 and 61 years",43
"1925","484530013071","62 to 64 years",44
"1926","484530013071","65 and 66 years",0
"1927","484530013071","67 to 69 years",38
"1928","484530013071","70 to 74 years",8
"1929","484530013071","75 to 79 years",18
"1930","484530013071","80 to 84 years",6
"1931","484530013071","85 years and over",25
"1932","484530013071","Under 5 years",25
"1933","484530013072","10 to 14 years",0
"1934","484530013072","15 to 17 years",0
"1935","484530013072","18 and 19 years",0
"1936","484530013072","20 years",0
"1937","484530013072","21 years",0
"1938","484530013072","22 to 24 years",7
"1939","484530013072","25 to 29 years",121
"1940","484530013072","30 to 34 years",62
"1941","484530013072","35 to 39 years",47
"1942","484530013072","40 to 44 years",17
"1943","484530013072","45 to 49 years",71
"1944","484530013072","5 to 9 years",12
"1945","484530013072","50 to 54 years",41
"1946","484530013072","55 to 59 years",42
"1947","484530013072","60 and 61 years",0
"1948","484530013072","62 to 64 years",9
"1949","484530013072","65 and 66 years",13
"1950","484530013072","67 to 69 years",20
"1951","484530013072","70 to 74 years",35
"1952","484530013072","75 to 79 years",0
"1953","484530013072","80 to 84 years",5
"1954","484530013072","85 years and over",0
"1955","484530013072","Under 5 years",19
"1956","484530013073","10 to 14 years",87
"1957","484530013073","15 to 17 years",26
"1958","484530013073","18 and 19 years",5
"1959","484530013073","20 years",8
"1960","484530013073","21 years",0
"1961","484530013073","22 to 24 years",120
"1962","484530013073","25 to 29 years",424
"1963","484530013073","30 to 34 years",306
"1964","484530013073","35 to 39 years",160
"1965","484530013073","40 to 44 years",158
"1966","484530013073","45 to 49 years",58
"1967","484530013073","5 to 9 years",134
"1968","484530013073","50 to 54 years",118
"1969","484530013073","55 to 59 years",82
"1970","484530013073","60 and 61 years",21
"1971","484530013073","62 to 64 years",80
"1972","484530013073","65 and 66 years",23
"1973","484530013073","67 to 69 years",54
"1974","484530013073","70 to 74 years",19
"1975","484530013073","75 to 79 years",28
"1976","484530013073","80 to 84 years",23
"1977","484530013073","85 years and over",12
"1978","484530013073","Under 5 years",251
"1979","484530013081","10 to 14 years",24
"1980","484530013081","15 to 17 years",0
"1981","484530013081","18 and 19 years",0
"1982","484530013081","20 years",0
"1983","484530013081","21 years",0
"1984","484530013081","22 to 24 years",8
"1985","484530013081","25 to 29 years",26
"1986","484530013081","30 to 34 years",18
"1987","484530013081","35 to 39 years",42
"1988","484530013081","40 to 44 years",74
"1989","484530013081","45 to 49 years",14
"1990","484530013081","5 to 9 years",17
"1991","484530013081","50 to 54 years",15
"1992","484530013081","55 to 59 years",53
"1993","484530013081","60 and 61 years",11
"1994","484530013081","62 to 64 years",15
"1995","484530013081","65 and 66 years",26
"1996","484530013081","67 to 69 years",14
"1997","484530013081","70 to 74 years",0
"1998","484530013081","75 to 79 years",19
"1999","484530013081","80 to 84 years",48
"2000","484530013081","85 years and over",5
"2001","484530013081","Under 5 years",19
"2002","484530013082","10 to 14 years",88
"2003","484530013082","15 to 17 years",18
"2004","484530013082","18 and 19 years",26
"2005","484530013082","20 years",0
"2006","484530013082","21 years",20
"2007","484530013082","22 to 24 years",13
"2008","484530013082","25 to 29 years",89
"2009","484530013082","30 to 34 years",102
"2010","484530013082","35 to 39 years",44
"2011","484530013082","40 to 44 years",53
"2012","484530013082","45 to 49 years",32
"2013","484530013082","5 to 9 years",0
"2014","484530013082","50 to 54 years",41
"2015","484530013082","55 to 59 years",27
"2016","484530013082","60 and 61 years",17
"2017","484530013082","62 to 64 years",15
"2018","484530013082","65 and 66 years",22
"2019","484530013082","67 to 69 years",25
"2020","484530013082","70 to 74 years",0
"2021","484530013082","75 to 79 years",0
"2022","484530013082","80 to 84 years",0
"2023","484530013082","85 years and over",0
"2024","484530013082","Under 5 years",0
"2025","484530013083","10 to 14 years",0
"2026","484530013083","15 to 17 years",0
"2027","484530013083","18 and 19 years",8
"2028","484530013083","20 years",28
"2029","484530013083","21 years",21
"2030","484530013083","22 to 24 years",146
"2031","484530013083","25 to 29 years",504
"2032","484530013083","30 to 34 years",255
"2033","484530013083","35 to 39 years",159
"2034","484530013083","40 to 44 years",134
"2035","484530013083","45 to 49 years",72
"2036","484530013083","5 to 9 years",24
"2037","484530013083","50 to 54 years",9
"2038","484530013083","55 to 59 years",30
"2039","484530013083","60 and 61 years",0
"2040","484530013083","62 to 64 years",42
"2041","484530013083","65 and 66 years",10
"2042","484530013083","67 to 69 years",0
"2043","484530013083","70 to 74 years",0
"2044","484530013083","75 to 79 years",0
"2045","484530013083","80 to 84 years",0
"2046","484530013083","85 years and over",0
"2047","484530013083","Under 5 years",101
"2048","484530013084","10 to 14 years",0
"2049","484530013084","15 to 17 years",0
"2050","484530013084","18 and 19 years",0
"2051","484530013084","20 years",0
"2052","484530013084","21 years",0
"2053","484530013084","22 to 24 years",9
"2054","484530013084","25 to 29 years",175
"2055","484530013084","30 to 34 years",84
"2056","484530013084","35 to 39 years",117
"2057","484530013084","40 to 44 years",65
"2058","484530013084","45 to 49 years",10
"2059","484530013084","5 to 9 years",0
"2060","484530013084","50 to 54 years",51
"2061","484530013084","55 to 59 years",59
"2062","484530013084","60 and 61 years",6
"2063","484530013084","62 to 64 years",0
"2064","484530013084","65 and 66 years",0
"2065","484530013084","67 to 69 years",9
"2066","484530013084","70 to 74 years",52
"2067","484530013084","75 to 79 years",10
"2068","484530013084","80 to 84 years",23
"2069","484530013084","85 years and over",10
"2070","484530013084","Under 5 years",14
"2071","484530014011","10 to 14 years",9
"2072","484530014011","15 to 17 years",21
"2073","484530014011","18 and 19 years",8
"2074","484530014011","20 years",47
"2075","484530014011","21 years",0
"2076","484530014011","22 to 24 years",340
"2077","484530014011","25 to 29 years",499
"2078","484530014011","30 to 34 years",281
"2079","484530014011","35 to 39 years",98
"2080","484530014011","40 to 44 years",71
"2081","484530014011","45 to 49 years",64
"2082","484530014011","5 to 9 years",13
"2083","484530014011","50 to 54 years",79
"2084","484530014011","55 to 59 years",100
"2085","484530014011","60 and 61 years",78
"2086","484530014011","62 to 64 years",10
"2087","484530014011","65 and 66 years",34
"2088","484530014011","67 to 69 years",8
"2089","484530014011","70 to 74 years",8
"2090","484530014011","75 to 79 years",39
"2091","484530014011","80 to 84 years",0
"2092","484530014011","85 years and over",0
"2093","484530014011","Under 5 years",0
"2094","484530014012","10 to 14 years",83
"2095","484530014012","15 to 17 years",0
"2096","484530014012","18 and 19 years",0
"2097","484530014012","20 years",0
"2098","484530014012","21 years",0
"2099","484530014012","22 to 24 years",11
"2100","484530014012","25 to 29 years",176
"2101","484530014012","30 to 34 years",236
"2102","484530014012","35 to 39 years",94
"2103","484530014012","40 to 44 years",144
"2104","484530014012","45 to 49 years",98
"2105","484530014012","5 to 9 years",74
"2106","484530014012","50 to 54 years",96
"2107","484530014012","55 to 59 years",50
"2108","484530014012","60 and 61 years",27
"2109","484530014012","62 to 64 years",69
"2110","484530014012","65 and 66 years",67
"2111","484530014012","67 to 69 years",6
"2112","484530014012","70 to 74 years",34
"2113","484530014012","75 to 79 years",0
"2114","484530014012","80 to 84 years",6
"2115","484530014012","85 years and over",34
"2116","484530014012","Under 5 years",128
"2117","484530014021","10 to 14 years",17
"2118","484530014021","15 to 17 years",0
"2119","484530014021","18 and 19 years",0
"2120","484530014021","20 years",0
"2121","484530014021","21 years",8
"2122","484530014021","22 to 24 years",21
"2123","484530014021","25 to 29 years",95
"2124","484530014021","30 to 34 years",41
"2125","484530014021","35 to 39 years",77
"2126","484530014021","40 to 44 years",70
"2127","484530014021","45 to 49 years",38
"2128","484530014021","5 to 9 years",60
"2129","484530014021","50 to 54 years",71
"2130","484530014021","55 to 59 years",0
"2131","484530014021","60 and 61 years",49
"2132","484530014021","62 to 64 years",47
"2133","484530014021","65 and 66 years",17
"2134","484530014021","67 to 69 years",15
"2135","484530014021","70 to 74 years",22
"2136","484530014021","75 to 79 years",15
"2137","484530014021","80 to 84 years",0
"2138","484530014021","85 years and over",6
"2139","484530014021","Under 5 years",86
"2140","484530014022","10 to 14 years",33
"2141","484530014022","15 to 17 years",9
"2142","484530014022","18 and 19 years",7
"2143","484530014022","20 years",0
"2144","484530014022","21 years",0
"2145","484530014022","22 to 24 years",5
"2146","484530014022","25 to 29 years",17
"2147","484530014022","30 to 34 years",26
"2148","484530014022","35 to 39 years",73
"2149","484530014022","40 to 44 years",31
"2150","484530014022","45 to 49 years",78
"2151","484530014022","5 to 9 years",0
"2152","484530014022","50 to 54 years",69
"2153","484530014022","55 to 59 years",48
"2154","484530014022","60 and 61 years",43
"2155","484530014022","62 to 64 years",51
"2156","484530014022","65 and 66 years",47
"2157","484530014022","67 to 69 years",30
"2158","484530014022","70 to 74 years",22
"2159","484530014022","75 to 79 years",21
"2160","484530014022","80 to 84 years",0
"2161","484530014022","85 years and over",0
"2162","484530014022","Under 5 years",16
"2163","484530014023","10 to 14 years",57
"2164","484530014023","15 to 17 years",9
"2165","484530014023","18 and 19 years",67
"2166","484530014023","20 years",16
"2167","484530014023","21 years",0
"2168","484530014023","22 to 24 years",73
"2169","484530014023","25 to 29 years",307
"2170","484530014023","30 to 34 years",115
"2171","484530014023","35 to 39 years",164
"2172","484530014023","40 to 44 years",62
"2173","484530014023","45 to 49 years",77
"2174","484530014023","5 to 9 years",66
"2175","484530014023","50 to 54 years",98
"2176","484530014023","55 to 59 years",38
"2177","484530014023","60 and 61 years",0
"2178","484530014023","62 to 64 years",0
"2179","484530014023","65 and 66 years",0
"2180","484530014023","67 to 69 years",16
"2181","484530014023","70 to 74 years",16
"2182","484530014023","75 to 79 years",8
"2183","484530014023","80 to 84 years",0
"2184","484530014023","85 years and over",0
"2185","484530014023","Under 5 years",31
"2186","484530014031","10 to 14 years",14
"2187","484530014031","15 to 17 years",7
"2188","484530014031","18 and 19 years",0
"2189","484530014031","20 years",12
"2190","484530014031","21 years",0
"2191","484530014031","22 to 24 years",51
"2192","484530014031","25 to 29 years",109
"2193","484530014031","30 to 34 years",70
"2194","484530014031","35 to 39 years",102
"2195","484530014031","40 to 44 years",50
"2196","484530014031","45 to 49 years",64
"2197","484530014031","5 to 9 years",29
"2198","484530014031","50 to 54 years",26
"2199","484530014031","55 to 59 years",32
"2200","484530014031","60 and 61 years",0
"2201","484530014031","62 to 64 years",0
"2202","484530014031","65 and 66 years",6
"2203","484530014031","67 to 69 years",6
"2204","484530014031","70 to 74 years",18
"2205","484530014031","75 to 79 years",30
"2206","484530014031","80 to 84 years",0
"2207","484530014031","85 years and over",7
"2208","484530014031","Under 5 years",102
"2209","484530014032","10 to 14 years",41
"2210","484530014032","15 to 17 years",25
"2211","484530014032","18 and 19 years",18
"2212","484530014032","20 years",13
"2213","484530014032","21 years",4
"2214","484530014032","22 to 24 years",14
"2215","484530014032","25 to 29 years",144
"2216","484530014032","30 to 34 years",201
"2217","484530014032","35 to 39 years",67
"2218","484530014032","40 to 44 years",120
"2219","484530014032","45 to 49 years",81
"2220","484530014032","5 to 9 years",43
"2221","484530014032","50 to 54 years",48
"2222","484530014032","55 to 59 years",31
"2223","484530014032","60 and 61 years",12
"2224","484530014032","62 to 64 years",24
"2225","484530014032","65 and 66 years",27
"2226","484530014032","67 to 69 years",5
"2227","484530014032","70 to 74 years",40
"2228","484530014032","75 to 79 years",18
"2229","484530014032","80 to 84 years",25
"2230","484530014032","85 years and over",0
"2231","484530014032","Under 5 years",39
"2232","484530015011","10 to 14 years",0
"2233","484530015011","15 to 17 years",0
"2234","484530015011","18 and 19 years",0
"2235","484530015011","20 years",0
"2236","484530015011","21 years",0
"2237","484530015011","22 to 24 years",80
"2238","484530015011","25 to 29 years",94
"2239","484530015011","30 to 34 years",247
"2240","484530015011","35 to 39 years",122
"2241","484530015011","40 to 44 years",62
"2242","484530015011","45 to 49 years",69
"2243","484530015011","5 to 9 years",27
"2244","484530015011","50 to 54 years",0
"2245","484530015011","55 to 59 years",197
"2246","484530015011","60 and 61 years",0
"2247","484530015011","62 to 64 years",21
"2248","484530015011","65 and 66 years",11
"2249","484530015011","67 to 69 years",17
"2250","484530015011","70 to 74 years",95
"2251","484530015011","75 to 79 years",35
"2252","484530015011","80 to 84 years",28
"2253","484530015011","85 years and over",9
"2254","484530015011","Under 5 years",87
"2255","484530015012","10 to 14 years",121
"2256","484530015012","15 to 17 years",29
"2257","484530015012","18 and 19 years",0
"2258","484530015012","20 years",0
"2259","484530015012","21 years",16
"2260","484530015012","22 to 24 years",0
"2261","484530015012","25 to 29 years",108
"2262","484530015012","30 to 34 years",112
"2263","484530015012","35 to 39 years",199
"2264","484530015012","40 to 44 years",89
"2265","484530015012","45 to 49 years",129
"2266","484530015012","5 to 9 years",92
"2267","484530015012","50 to 54 years",105
"2268","484530015012","55 to 59 years",33
"2269","484530015012","60 and 61 years",17
"2270","484530015012","62 to 64 years",28
"2271","484530015012","65 and 66 years",116
"2272","484530015012","67 to 69 years",66
"2273","484530015012","70 to 74 years",56
"2274","484530015012","75 to 79 years",26
"2275","484530015012","80 to 84 years",24
"2276","484530015012","85 years and over",0
"2277","484530015012","Under 5 years",139
"2278","484530015013","10 to 14 years",25
"2279","484530015013","15 to 17 years",25
"2280","484530015013","18 and 19 years",0
"2281","484530015013","20 years",2
"2282","484530015013","21 years",24
"2283","484530015013","22 to 24 years",0
"2284","484530015013","25 to 29 years",0
